Date,Close,High,Low,Open,Volume
2014-01-10,16.586984634399414,16.831615519810086,16.530028480708353,16.801425400756482,304976000
2014-01-13,16.6738224029541,16.88452828716873,16.49174918202572,16.492683325574244,378492800
2014-01-14,17.005599975585938,17.01618139544124,16.73389052254373,16.75132011233366,332561600
2014-01-15,17.347023010253906,17.435414260321032,17.169618855910677,17.22750915748911,391638800
2014-01-16,17.25023078918457,17.33115222193905,17.170241837815666,17.27046114737319,229278000
2014-01-17,16.827566146850586,17.182374351516014,16.803600885467347,17.164012287256018,426739600
2014-01-21,17.089008331298828,17.120130931105525,16.81978886721577,16.837529281002187,328526800
2014-01-22,17.164953231811523,17.344845683707195,17.0497959331727,17.146278670962126,379985200
2014-01-23,17.310302734375,17.32026250231414,16.95642845621959,17.116092246094432,403239200
2014-01-24,16.995634078979492,17.292862830868774,16.954550060723896,17.24244236682519,429354800
2014-01-27,17.13351821899414,17.267350092109467,16.985682501537358,17.12013602898903,554878800
2014-01-28,15.764076232910156,16.02862493633406,15.626197021700436,15.834414560124555,1065523200
2014-01-29,15.585122108459473,15.791160631766228,15.51882948742925,15.6847181157686,502810000
2014-01-30,15.554932594299316,15.764084384120173,15.45907315799034,15.64083392544405,678501600
2014-01-31,15.580450057983398,15.609395209571034,15.361029386639627,15.411760693151985,464797200
2014-02-03,15.609393119812012,15.802360217169776,15.539988925328508,15.643007322303689,401464000
2014-02-04,15.83535099029541,15.856204663129148,15.647676245676845,15.74384814560409,376681200
2014-02-05,15.953618049621582,16.037340225420756,15.756294410521678,15.765943345988218,328344800
2014-02-06,16.046611785888672,16.077609666298237,15.899454624203258,15.969902984303344,257765200
2014-02-07,16.27109718322754,16.372854402104053,16.19908541117699,16.32432429342846,370280400
2014-02-10,16.562597274780273,16.656527301340653,16.218502094524734,16.239166232172636,345559200
2014-02-11,16.780824661254883,16.836867636901697,16.578560953766228,16.61331609306743,282256800
2014-02-12,16.779579162597656,16.893547986172518,16.695670163862214,16.811829473643876,308100800
2014-02-13,17.046016693115234,17.059166290477684,16.72571597801226,16.7401179976057,307398000
2014-02-14,17.032249450683594,17.09455791521909,16.945210229352348,16.984659047089014,272924400
2014-02-18,17.094867706298828,17.25767765821997,17.08296885332122,17.095180393975447,260251600
2014-02-19,16.82497787475586,17.1230478459732,16.730422450974608,17.0560440547456,313768000
2014-02-20,16.630231857299805,16.813394967277443,16.56291537201621,16.687841645850547,305858000
2014-02-21,16.445497512817383,16.737305288213875,16.42514606373135,16.68157331893958,278784800
2014-02-24,16.51750373840332,16.591709333936862,16.356886029525725,16.379742316094475,288909600
2014-02-25,16.34561538696289,16.580751395528324,16.312427033175002,16.574803643894732,231952000
2014-02-26,16.198150634765625,16.43767103186208,16.14335839799275,16.39415059892484,276217200
2014-02-27,16.52126693725586,16.55602040733716,16.15744572765765,16.191573822555615,301882000
2014-02-28,16.47649383544922,16.68032099469495,16.347495992785568,16.56541248682875,371968800
2014-03-03,16.524091720581055,16.614577195234926,16.369107295307682,16.388206328672364,238781200
2014-03-04,16.633045196533203,16.676879992516042,16.524400449854244,16.625532332205495,259140000
2014-03-05,16.668115615844727,16.742944960073693,16.5669837178243,16.623030062260547,200062800
2014-03-06,16.617698669433594,16.73323254411966,16.534727776708863,16.681570538847122,185488800
2014-03-07,16.607999801635742,16.656217245182837,16.470549320396497,16.62835125486822,220729600
2014-03-10,16.623023986816406,16.698480350998885,16.542243573004953,16.54287062030736,178584000
2014-03-11,16.784894943237305,16.86786584617452,16.675310479414385,16.764857854766998,279224400
2014-03-12,16.801172256469727,16.82434123158243,16.656834357239877,16.735422597808732,199326400
2014-03-13,16.61456871032715,16.896669750019196,16.56791639385485,16.82716281485359,257742800
2014-03-14,16.427968978881836,16.62208950808185,16.375054530457014,16.55633814322292,237199200
2014-03-17,16.492145538330078,16.593275710045727,16.464279560955056,16.522203672701117,199544800
2014-03-18,16.6380558013916,16.655902408418978,16.443935282041643,16.465851845173642,209647200
2014-03-19,16.633668899536133,16.78959131929419,16.56290786488315,16.664979461799877,224756000
2014-03-20,16.55352783203125,16.677828766419914,16.511259795663403,16.590786174714548,208398400
2014-03-21,16.684080123901367,16.711633424158645,16.479314858522947,16.654649025598882,374046400
2014-03-24,16.881967544555664,16.922983154530723,16.752656925851223,16.857858813477332,355700800
2014-03-25,17.06355857849121,17.08735461433218,16.89448482597992,16.954288439348787,282293200
2014-03-26,16.900426864624023,17.189104373418598,16.871622821746055,17.11145585727299,299768000
2014-03-27,16.82779312133789,16.954286148961803,16.754528897494012,16.907946506478968,222031600
2014-03-28,16.809005737304688,16.87413004516911,16.727287246801126,16.85471832950428,200564000
2014-03-31,16.80525016784668,16.932681250750722,16.779887354196212,16.883211390396745,168669200
2014-04-01,16.958982467651367,16.96587162934967,16.806190225092077,16.83718643635457,200760000
2014-04-02,16.98715591430664,17.016274318401262,16.915456818798813,16.981833536895753,180420800
2014-04-03,16.869436264038086,16.985595553184126,16.833430362426096,16.950842074379334,162344000
2014-04-04,16.65121078491211,16.907325480102752,16.612387337348757,16.90137772392294,275251200
2014-04-07,16.3897647857666,16.6223976731002,16.340296603865006,16.532224922782216,289850400
2014-04-08,16.38883399963379,16.472744674538532,16.240424371656218,16.44362625572718,243888400
2014-04-09,16.604246139526367,16.609568519750578,16.344374194768143,16.363785917049906,206169600
2014-04-10,16.39008331298828,16.664357229157268,16.380376617850523,16.61551273791368,239652000
2014-04-11,16.2689151763916,16.369732713075766,16.191579315319128,16.249814472801745,271717600
2014-04-14,16.333721160888672,16.34874855857852,16.193765874447955,16.340608648491262,205674000
2014-04-15,16.217252731323242,16.332472292529534,16.00966823641142,16.289578898861873,266490000
2014-04-16,16.2501277923584,16.315252107782694,16.09764823811222,16.22006964425798,214765600
2014-04-17,16.435791015625,16.52408597334,16.25607255186751,16.281121004003158,284334400
2014-04-21,16.63085174560547,16.66122090153503,16.405106348828088,16.448314089672703,182548800
2014-04-22,16.64744758605957,16.65151754162084,16.4846359865978,16.541306021078935,202563200
2014-04-23,16.42984390258789,16.629601135838186,16.420449896607796,16.564789517506306,394940000
2014-04-24,17.776792526245117,17.84661383123991,17.556371167740505,17.790569174675333,759911600
2014-04-25,17.90736198425293,17.908925422892732,17.657509440470456,17.675354378613743,390275200
2014-04-28,18.600873947143555,18.652848664416744,17.92645838981765,17.934287287487535,669485600
2014-04-29,18.545764923095703,18.66004641425814,18.45747162325153,18.58991240908108,337377600
2014-04-30,18.475629806518555,18.76806466238412,18.46655015973118,18.555470501694145,456640800
2014-05-01,18.519147872924805,18.623095592879583,18.358841142255383,18.53542769278292,244048000
2014-05-02,18.553586959838867,18.60431090548344,18.463728574640463,18.546074097212163,191514400
2014-05-05,18.81596565246582,18.81721974718669,18.472810222180915,18.47719453732511,287067200
2014-05-06,18.610889434814453,18.923986751626465,18.610889434814453,18.842268259971576,374564400
2014-05-07,18.545764923095703,18.701062007157745,18.40173964431461,18.637190116025653,282864400
2014-05-08,18.5127067565918,18.71483914542245,18.46264615132555,18.520892133000373,230297200
2014-05-09,18.43556404113769,18.457917443300275,18.271526994246425,18.404078599924045,291597600
2014-05-12,18.665088653564453,18.691220310367743,18.49412563924912,18.49696059024136,213208800
2014-05-13,18.694360733032227,18.718918528474543,18.598019517855025,18.63894805594893,159737200
2014-05-14,18.69783973693848,18.80898129678137,18.630777816287107,18.65250236095064,166404000
2014-05-15,18.538837432861328,18.78378833993092,18.514279623476515,18.72396850927881,230846000
2014-05-16,18.812435150146484,18.81306401821145,18.43115446011526,18.532849488375224,276256400
2014-05-19,19.035350799560547,19.12161839977211,18.80677066428406,18.82314309627431,317755200
2014-05-20,19.03912734985352,19.092335647229635,18.91381780764464,19.03283026118984,234836000
2014-05-21,19.089506149291992,19.101784213512804,18.95569677204905,19.01142391590089,196859600
2014-05-22,19.11973762512207,19.20096927447429,19.019932496184992,19.098643627168777,200760000
2014-05-23,19.33571434020996,19.354605607843265,19.0945417085549,19.11909951574532,232209600
2014-05-27,19.697792053222656,19.70503244569017,19.38294427617369,19.390815218380023,348866000
2014-05-28,19.646785736083984,19.83002684632072,19.639543662419,19.71006938699077,315481600
2014-05-29,20.004762649536133,20.051675539416948,19.7651638921642,19.76768272761372,376474000
2014-05-30,19.929828643798828,20.28151219503861,19.800740856809256,20.086621937636387,564020800
2014-06-02,19.792877197265625,19.987453092192343,19.59924628629083,19.960062009315383,369350800
2014-06-03,20.072769165039062,20.110551696103848,19.78027654994114,19.78688807251109,292709200
2014-06-04,20.301979064941406,20.39863811687509,20.02774715333113,20.069622373464327,335482000
2014-06-05,20.381635665893555,20.44523542366204,20.23239886119326,20.345428665469782,303805600
2014-06-06,20.32559394836425,20.504744040975325,20.290962478667065,20.461923832813124,349938400
2014-06-09,20.65082740783692,20.690498222742026,20.22106164758612,20.43043436535641,301660000
2014-06-10,20.77204704284668,20.94836217309108,20.62217968657865,20.877836457286456,251108000
2014-06-11,20.686098098754883,20.88445224037319,20.60014491763129,20.74560350050736,182724000
2014-06-12,20.34007835388184,20.74339810967498,20.25412518382308,20.725766259030664,218996000
2014-06-13,20.11748504638672,20.373141889488387,20.029327456301104,20.32024632655732,218100000
2014-06-16,20.320247650146484,20.44146455459312,20.154952788519047,20.16817752084632,142244000
2014-06-17,20.29379844665528,20.43044110191063,20.23208864344756,20.344487921519026,118904000
2014-06-18,20.31583595275879,20.340079328189542,20.13290927685977,20.33567052458437,134056000
2014-06-19,20.24530601501465,20.342279496556507,20.13070068565326,20.34007509521268,142112000
2014-06-20,20.03593635559082,20.39738088392164,20.033731953909367,20.243104714070405,403592000
2014-06-23,20.01830101013184,20.1924117203212,19.96760986910333,20.126293133147588,174776000
2014-06-24,19.8970890045166,20.21886273206485,19.87725443241533,20.00067403162125,156144000
2014-06-25,19.914718627929688,19.989651467215687,19.758239744597976,19.881659329994086,147476000
2014-06-26,20.03373146057129,20.06679075911573,19.791299407021693,19.91692339631794,130516000
2014-06-27,20.27175521850586,20.27616234003923,20.005078125430767,20.01609845146271,256116000
2014-06-30,20.481124877929688,20.65743997910229,20.29599385355192,20.29819825471957,197929200
2014-07-01,20.611156463623047,20.73237330881303,20.525203312112136,20.611156463623047,152892000
2014-07-02,20.602352142333984,20.73017888980948,20.516397267967697,20.688305335234,113860000
2014-07-03,20.72356414794922,20.738991598601764,20.540637460593302,20.64422249274584,91567200
2014-07-07,21.1511287689209,21.155535891637,20.738993014121515,20.74780894101984,225872000
2014-07-08,21.014482498168945,21.334053513445696,20.69932028667034,21.21724375384841,260888000
2014-07-09,21.02328872680664,21.146708272209224,20.88444173822873,21.03430904970267,145744000
2014-07-10,20.9461612701416,21.05856222648308,20.611162803016487,20.66405835980423,158744000
2014-07-11,20.98582649230957,21.13348943227385,20.906484859783728,21.016681384795675,136072000
2014-07-14,21.256912231445312,21.353885726256447,21.080598773521,21.12688111928109,171240000
2014-07-15,21.00786399841309,21.345065072438604,20.943949816580115,21.334046429583868,181911600
2014-07-16,20.88885307312012,21.400164883407378,20.8800371493176,21.371514392148345,213585200
2014-07-17,20.516395568847656,20.999057059364272,20.40179188162761,20.943958777121413,229192000
2014-07-18,20.81171607971192,20.880037388130923,20.500961067614703,20.63319824469938,199952000
2014-07-21,20.70372772216797,20.937343862991217,20.65524097260861,20.93513946124783,156316000
2014-07-22,20.875627517700195,20.913093928256128,20.7433920394958,20.866811594957856,220788000
2014-07-23,21.42000198364257,21.57207205124963,20.97480706198214,21.02990532683853,371672000
2014-07-24,21.38474464416504,21.448658852174383,21.250304703432644,21.386949046224974,182916000
2014-07-25,21.52579498291016,21.563261408637505,21.298790345135508,21.345072697175056,173876000
2014-07-28,21.823320388793945,21.87180713175594,21.49934399816409,21.55884938541204,221272000
2014-07-29,21.682273864746094,21.915891708064493,21.653623365366503,21.891648331102527,172572000
2014-07-30,21.63158798217773,21.752803205648817,21.52579853046273,21.69550219737505,132040000
2014-07-31,21.0695743560791,21.47730114510912,21.010068974930803,21.41338864299131,227372000
2014-08-01,21.18638610839844,21.294379927913926,20.89546731097259,20.915303562472364,194044000
2014-08-04,21.06737327575684,21.285563631113817,20.974808587616995,21.23928128704389,159832000
2014-08-05,20.963796615600582,21.0872162390721,20.796297354127635,21.01669049973605,223732000
2014-08-06,20.92853355407715,21.04313893496791,20.87343526596675,20.88225119384037,154232000
2014-08-07,20.926313400268555,21.25190130771069,20.842146370327576,21.025982926448663,186844000
2014-08-08,20.983901977539062,21.001621532307148,20.66052770725541,20.87758802859006,167460000
2014-08-11,21.260761260986328,21.28069618028601,21.00604818216971,21.10128866590707,146340000
2014-08-12,21.256336212158203,21.45789067060437,21.176599899634702,21.271840401269447,135180000
2014-08-13,21.53762626647949,21.53762626647949,21.27183969346492,21.29620365980473,127664000
2014-08-14,21.59521102905273,21.61071521553169,21.440169164263164,21.55755824615092,112464000
2014-08-15,21.701526641845703,21.748039201248712,21.453457968533392,21.683807088788484,195804000
2014-08-18,21.96288108825684,22.00939364120744,21.701523631322964,21.81448196427613,190288000
2014-08-19,22.26632499694824,22.299548738774703,21.99832307525294,22.0182579962807,277596000
2014-08-20,22.275177001953125,22.39035068495873,22.1378530389053,22.246384003659003,210796000
2014-08-21,22.27739524841309,22.35713153535353,22.17329500213921,22.2751798821566,133912000
2014-08-22,22.441303253173828,22.47452699716145,22.19102086948269,22.213169468864503,176736000
2014-08-25,22.490028381347656,22.629566060900448,22.43244067827191,22.54540071781252,161080000
2014-08-26,22.346059799194336,22.481168434330872,22.33941538924165,22.46344888123732,132608000
2014-08-27,22.62070655822754,22.718162412331377,22.30397672221969,22.37485324615985,209476000
2014-08-28,22.647289276123047,22.764678378037264,22.49446106202272,22.501105473100147,273840000
2014-08-29,22.7026596069336,22.79125568970709,22.63621212239604,22.782395912446763,178380000
2014-09-02,22.87984275817871,22.977296889987382,22.75137857326153,22.826684115560457,214256000
2014-09-03,21.914155960083008,22.857699336961183,21.83441966206097,22.83555074080608,501684000
2014-09-04,21.73253631591797,22.16886892972572,21.659444422553083,21.894222600213965,342872000
2014-09-05,21.920795440673828,22.013820537504703,21.774611697228863,21.88314266669408,233828000
2014-09-08,21.78568649291992,21.99610064049219,21.7170253544166,21.9938869642902,185426800
2014-09-09,21.7037353515625,22.831116731833003,21.29398049740953,21.945159559684225,759385200
2014-09-10,22.37042236328125,22.394786324803853,21.65279740616587,21.708169738748246,403478400
2014-09-11,22.46565818786621,22.46787355386272,22.06476312378363,22.23973986126702,249412400
2014-09-12,22.51660919189453,22.63399828254688,22.388144957289068,22.41693796580558,250504400
2014-09-15,22.50996208190918,22.8244782438748,22.46788025440033,22.771319583079976,245266000
2014-09-16,22.33940887451172,22.42800492431305,21.903074723349143,22.10463077889291,267632400
2014-09-17,22.498884201049805,22.547612118941768,22.279608570535967,22.43022136682508,243706000
2014-09-18,22.54540252685547,22.66943602974373,22.49445922969508,22.57641090257753,149197600
2014-09-19,22.36156463623047,22.66943469841161,22.259679737722937,22.65614587811965,283609600
2014-09-22,22.383708953857425,22.622917812357,22.277395032188267,22.547612258660457,211153600
2014-09-23,22.733667373657227,22.800114856415416,22.268540063838948,22.281828884458715,253608800
2014-09-24,22.53653907775879,22.78017700009299,22.41471927167696,22.627350513170605,240687200
2014-09-25,21.67716407775879,22.30619304341741,21.643940336089845,22.261895847745286,400368000
2014-09-26,22.31504440307617,22.31504440307617,21.794544946032264,21.8233379433752,249482000
2014-09-29,22.173301696777344,22.246393596845795,21.84549667484691,21.84992740869764,199065200
2014-09-30,22.31504440307617,22.49002113268871,22.266316492319632,22.328333218799205,221056400
2014-10-01,21.967315673828125,22.30176509400017,21.86100003323716,22.27961480524763,205965200
2014-10-02,22.126781463623047,22.19765797220816,21.714811229400446,21.98724212278133,191031200
2014-10-03,22.064769744873047,22.195447650785088,21.93630551579265,22.024901594118084,173878400
2014-10-06,22.064769744873047,22.292903505926027,22.02047086079551,22.13785994639911,148204800
2014-10-07,21.872074127197266,22.17551515633859,21.86764508355733,22.02268695840052,168376800
2014-10-08,22.32612037658692,22.394781513492426,21.774610845875905,21.874282037008445,229618800
2014-10-09,22.374849319458008,22.67607491579716,22.28403958120408,22.490024706791445,309506000
2014-10-10,22.310619354248047,22.598554448698888,22.215378881585767,22.30175957890396,265326400
2014-10-13,22.106853485107425,22.543187814501632,22.106853485107425,22.44351827390581,214333600
2014-10-14,21.872074127197266,22.264109547774872,21.83220597511906,22.23531653954105,254754400
2014-10-15,21.60407257080078,21.96067057878308,21.08135754132969,21.69931306404754,403734400
2014-10-16,21.32056427001953,21.643938502555027,21.132298669617093,21.163307041926693,288618000
2014-10-17,21.63286781311035,21.927449100525067,21.442386806949703,21.595215023244386,272718800
2014-10-20,22.095779418945312,22.14007661579969,21.75468559571144,21.77683419413863,310069200
2014-10-21,22.69601249694824,22.81783061767156,22.430224280241017,22.81783061767156,378495600
2014-10-22,22.811185836791992,23.059254497049608,22.724805132470845,22.77796209901551,273052400
2014-10-23,23.218730926513672,23.267458858000715,22.95294267017428,23.052613899987715,284298800
2014-10-24,23.30510711669922,23.36490849110344,23.152278941245893,23.29624734089314,188215600
2014-10-27,23.280744552612305,23.362696216363823,23.189933112523093,23.223156851332064,136750800
2014-10-28,23.64177322387696,23.64177322387696,23.333903156338287,23.34497829999408,192243600
2014-10-29,23.774667739868164,23.78131384030643,23.55760910745132,23.62184122638317,210751600
2014-10-30,23.69493103027344,23.77688100698119,23.45572213051272,23.6905002970392,162619200
2014-10-31,23.92084503173828,23.92970480675177,23.74586827733772,23.92306039794898,178557200
2014-11-03,24.230941772460938,24.430282579266493,23.92307162799517,23.96958420127812,209130400
2014-11-04,24.053747177124023,24.25087259707972,23.858837124198715,24.222079585004472,166297600
2014-11-05,24.1113338470459,24.20878971420352,23.949645857428006,24.16449082466376,149743600
2014-11-06,24.18029022216797,24.20031158473652,23.98008677942515,24.15804558376956,139874000
2014-11-07,24.24924659729004,24.31820547349943,24.14691992069788,24.191409189770354,134766000
2014-11-10,24.209209442138672,24.32043432973777,24.17361666347155,24.251473745359505,108782000
2014-11-11,24.402738571166992,24.41386173829326,24.113554894611266,24.180288805897806,109769200
2014-11-12,24.747541427612305,24.78758246140395,24.329336394688635,24.33155967084118,187769600
2014-11-13,25.09678268432617,25.23692542677894,24.825393696616366,24.86988466838021,238091600
2014-11-14,25.399314880371094,25.40153985328154,24.738638790004103,25.17019188814972,176254400
2014-11-17,25.35704803466797,26.08890795933285,25.20355885211037,25.41933369682549,186986800
2014-11-18,25.68627548217773,25.73521470363487,25.33480443458291,25.34592760206211,176896000
2014-11-19,25.508310317993164,25.74633146294445,25.31478013766072,25.679597561751343,167476800
2014-11-20,25.873123168945312,25.99547117857584,25.54834682183828,25.56169495744299,173582000
2014-11-21,25.90872383117676,26.15341822786277,25.81084539363956,26.140071785346603,228717200
2014-11-24,26.38921165466309,26.420354482029627,25.942088905833423,25.993251394868395,189803200
2014-11-25,26.16008949279785,26.6383567806926,26.126721691845777,26.487090887245813,275361600
2014-11-26,26.471519470214844,26.4937641051282,26.21125367769929,26.235723285251023,163073200
2014-11-28,26.455951690673828,26.560503356002787,26.26019650052322,26.5315837992012,99257600
2014-12-01,25.5972900390625,26.527129966573742,24.751980396904376,26.429251543523065,335256000
2014-12-02,25.49941062927246,25.748554925052822,25.08120576932792,25.248043058259142,237395600
2014-12-03,25.788599014282227,25.88202749989554,25.60619029120805,25.748557992282684,172253600
2014-12-04,25.690723419189453,26.07111232159531,25.64623414412658,25.7530090831403,168178000
2014-12-05,25.581716537475582,25.82196263053642,25.501634506455307,25.801941274203053,153275600
2014-12-08,25.00335121154785,25.50386312847189,24.829840685225943,25.38151509213884,230659600
